"day","sw_name","position"
2023-05-18 08:00:00,航空装备II,24
2023-05-18 08:00:00,教育II,25
2023-05-18 08:00:00,家用轻工II,26
2023-05-18 08:00:00,文娱用品II,27
2023-05-18 08:00:00,多元金融II,28
2023-05-18 08:00:00,纺织制造II,29
2023-05-18 08:00:00,燃气II,30
2023-05-18 08:00:00,互联网电商II,31
2023-05-18 08:00:00,电源设备II,32
2023-05-18 08:00:00,软件开发II,33
2023-05-18 08:00:00,光学光电子II,34
2023-05-18 08:00:00,中药II,35
2023-05-18 08:00:00,包装印刷II,36
2023-05-18 08:00:00,工程咨询服务II,37
2023-05-18 08:00:00,饮料乳品II,38
2023-05-18 08:00:00,股份制银行II,39
2023-05-18 08:00:00,国有大型银行II,40
2023-05-18 08:00:00,通信运营II,41
2023-05-18 08:00:00,游戏II,42
2023-05-18 08:00:00,基础建设II,43
2023-05-18 08:00:00,医药商业II,44
2023-05-18 08:00:00,贸易II,45
2023-05-18 08:00:00,证券II,46
2023-05-18 08:00:00,塑料II,47
2023-05-18 08:00:00,运输设备II,48
2023-05-18 08:00:00,家电零部件II,49
2023-05-18 08:00:00,其他建材II,50
2023-05-18 08:00:00,物流II,51
2023-05-18 08:00:00,广告营销II,52
2023-05-18 08:00:00,地面兵装II,53
2023-05-18 08:00:00,专业工程II,54
2023-05-18 08:00:00,装修装饰II,55
2023-05-18 08:00:00,个护用品II,56
2023-05-18 08:00:00,电池II,57
2023-05-18 08:00:00,出版II,58
2023-05-18 08:00:00,影视院线II,59
2023-05-18 08:00:00,商用车II,60
2023-05-18 08:00:00,航运港口II,61
2023-05-18 08:00:00,农化制品II,62
2023-05-18 08:00:00,半导体II,63
2023-05-18 08:00:00,保险II,64
2023-05-18 08:00:00,航天装备II,65
2023-05-18 08:00:00,休闲食品II,66
2023-05-18 08:00:00,普钢II,67
2023-05-18 08:00:00,照明设备II,68
2023-05-18 08:00:00,视听器材II,69
2023-05-18 08:00:00,特钢II,70
2023-05-18 08:00:00,农商行II,71
2023-05-18 08:00:00,专业零售II,72
2023-05-18 08:00:00,炼化及贸易II,73
2023-05-18 08:00:00,光伏设备II,74
2023-05-18 08:00:00,军工电子II,75
2023-05-18 08:00:00,汽车服务II,76
2023-05-18 08:00:00,橡胶II,77
2023-05-18 08:00:00,造纸II,78
2023-05-18 08:00:00,综合II,79
2023-05-18 08:00:00,专业服务II,80
2023-05-18 08:00:00,其他交运设备II,81
2023-05-18 08:00:00,工程机械II,82
2023-05-18 08:00:00,数字媒体II,83
2023-05-18 08:00:00,其他电子II,84
2023-05-18 08:00:00,体育II,85
2023-05-18 08:00:00,水泥制造II,86
2023-05-18 08:00:00,Nan,87
2023-05-18 08:00:00,种植业II,88
2023-05-18 08:00:00,白色家电II,89
2023-05-18 08:00:00,小家电II,90
2023-05-18 08:00:00,冶钢原料II,91
2023-05-18 08:00:00,环保设备II,92
2023-05-18 08:00:00,化妆品II,93
2023-05-18 08:00:00,白酒II,94
2023-05-18 08:00:00,食品加工II,95
2023-05-18 08:00:00,生物制品II,96
2023-05-18 08:00:00,电子化学品II,97
2023-05-18 08:00:00,化学纤维II,98
2023-05-18 08:00:00,稀有金属II,99
2023-05-18 08:00:00,渔业II,100
2023-05-17 08:00:00,电网设备II,1
2023-05-17 08:00:00,通用机械II,2
2023-05-17 08:00:00,电力II,3
2023-05-17 08:00:00,服装家纺II,4
2023-05-17 08:00:00,环境治理II,5
2023-05-17 08:00:00,汽车零部件II,6
2023-05-17 08:00:00,专用设备II,7
2023-05-17 08:00:00,铁路公路II,8
2023-05-17 08:00:00,一般零售II,9
2023-05-17 08:00:00,化学制品II,10
2023-05-17 08:00:00,自动化设备II,11
2023-05-17 08:00:00,煤炭开采II,12
2023-05-17 08:00:00,中药II,13
2023-05-17 08:00:00,多元金融II,14
2023-05-17 08:00:00,医疗器械II,15
2023-05-17 08:00:00,化学制药II,16
2023-05-17 08:00:00,风电设备II,17
2023-05-17 08:00:00,船舶制造II,18
2023-05-17 08:00:00,房地产开发II,19
2023-05-17 08:00:00,航空装备II,20
2023-05-17 08:00:00,纺织制造II,21
2023-05-17 08:00:00,证券II,22
2023-05-17 08:00:00,城商行II,23
2023-05-17 08:00:00,出版II,24
2023-05-17 08:00:00,燃气II,25
2023-05-17 08:00:00,教育II,26
2023-05-17 08:00:00,光学光电子II,27
2023-05-17 08:00:00,家用轻工II,28
2023-05-17 08:00:00,保险II,29
2023-05-17 08:00:00,计算机设备II,30
2023-05-17 08:00:00,工程咨询服务II,31
2023-05-17 08:00:00,饮料乳品II,32
2023-05-17 08:00:00,休闲食品II,33
2023-05-17 08:00:00,医药商业II,34
2023-05-17 08:00:00,运输设备II,35
2023-05-17 08:00:00,电机II,36
2023-05-17 08:00:00,物流II,37
2023-05-17 08:00:00,电源设备II,38
2023-05-17 08:00:00,包装印刷II,39
2023-05-17 08:00:00,专业工程II,40
2023-05-17 08:00:00,航运港口II,41
2023-05-17 08:00:00,农化制品II,42
2023-05-17 08:00:00,股份制银行II,43
2023-05-17 08:00:00,国有大型银行II,44
2023-05-17 08:00:00,基础建设II,45
2023-05-17 08:00:00,塑料II,46
2023-05-17 08:00:00,通信设备II,47
2023-05-17 08:00:00,通信运营II,48
2023-05-17 08:00:00,互联网电商II,49
2023-05-17 08:00:00,IT服务II,50
2023-05-17 08:00:00,文娱用品II,51
2023-05-17 08:00:00,专业服务II,52
2023-05-17 08:00:00,其他建材II,53
2023-05-17 08:00:00,装修装饰II,54
2023-05-17 08:00:00,汽车服务II,55
2023-05-17 08:00:00,个护用品II,56
2023-05-17 08:00:00,家电零部件II,57
2023-05-17 08:00:00,影视院线II,58
2023-05-17 08:00:00,软件开发II,59
2023-05-17 08:00:00,商用车II,60
2023-05-17 08:00:00,地面兵装II,61
2023-05-17 08:00:00,广告营销II,62
2023-05-17 08:00:00,化妆品II,63
2023-05-17 08:00:00,航天装备II,64
2023-05-17 08:00:00,贸易II,65
2023-05-17 08:00:00,造纸II,66
2023-05-17 08:00:00,普钢II,67
2023-05-17 08:00:00,橡胶II,68
2023-05-17 08:00:00,电池II,69
2023-05-17 08:00:00,电子制造II,70
2023-05-17 08:00:00,医疗服务II,71
2023-05-17 08:00:00,数字媒体II,72
2023-05-17 08:00:00,游戏II,73
2023-05-17 08:00:00,Nan,74
2023-05-17 08:00:00,其他电子II,75
2023-05-17 08:00:00,渔业II,76
2023-05-17 08:00:00,光伏设备II,77
2023-05-17 08:00:00,工程机械II,78
2023-05-17 08:00:00,环保设备II,79
2023-05-17 08:00:00,非白酒II,80
2023-05-17 08:00:00,农商行II,81
2023-05-17 08:00:00,综合II,82
2023-05-17 08:00:00,照明设备II,83
2023-05-17 08:00:00,化学纤维II,84
2023-05-17 08:00:00,其他交运设备II,85
2023-05-17 08:00:00,航空机场II,86
2023-05-17 08:00:00,种植业II,87
2023-05-17 08:00:00,水泥制造II,88
2023-05-17 08:00:00,小家电II,89
2023-05-17 08:00:00,体育II,90
2023-05-17 08:00:00,炼化及贸易II,91
2023-05-17 08:00:00,白酒II,92
2023-05-17 08:00:00,冶钢原料II,93
2023-05-17 08:00:00,视听器材II,94
2023-05-17 08:00:00,工业金属II,95
2023-05-17 08:00:00,食品加工II,96
2023-05-17 08:00:00,生物制品II,97
2023-05-17 08:00:00,电子化学品II,98
2023-05-17 08:00:00,厨卫电器II,99
2023-05-17 08:00:00,稀有金属II,100
2023-05-17 08:00:00,调味发酵品II,101
2023-05-17 08:00:00,军工电子II,102
2023-05-17 08:00:00,饲料II,103
2023-05-17 08:00:00,乘用车II,104
2023-05-17 08:00:00,特钢II,105
2023-05-17 08:00:00,饰品II,106
2023-05-17 08:00:00,农产品加工II,107
2023-05-16 08:00:00,电网设备II,1
2023-05-16 08:00:00,电力II,2
2023-05-16 08:00:00,服装家纺II,3
2023-05-16 08:00:00,通用机械II,4
2023-05-16 08:00:00,汽车零部件II,5
2023-05-16 08:00:00,环境治理II,6
2023-05-16 08:00:00,铁路公路II,7
2023-05-16 08:00:00,专用设备II,8
2023-05-16 08:00:00,化学制药II,9
2023-05-16 08:00:00,化学制品II,10
2023-05-16 08:00:00,一般零售II,11
2023-05-16 08:00:00,多元金融II,12
2023-05-16 08:00:00,医疗器械II,13
2023-05-16 08:00:00,中药II,14
2023-05-16 08:00:00,煤炭开采II,15
2023-05-16 08:00:00,出版II,16
2023-05-16 08:00:00,城商行II,17
2023-05-16 08:00:00,燃气II,18
2023-05-16 08:00:00,风电设备II,19
2023-05-16 08:00:00,证券II,20
2023-05-16 08:00:00,自动化设备II,21
2023-05-16 08:00:00,船舶制造II,22
2023-05-16 08:00:00,教育II,23
2023-05-16 08:00:00,航运港口II,24
2023-05-16 08:00:00,房地产开发II,25
2023-05-16 08:00:00,电源设备II,26
2023-05-16 08:00:00,专业工程II,27
2023-05-16 08:00:00,饮料乳品II,28
2023-05-16 08:00:00,工程咨询服务II,29
2023-05-16 08:00:00,电池II,30
2023-05-16 08:00:00,光学光电子II,31
2023-05-16 08:00:00,农化制品II,32
2023-05-16 08:00:00,保险II,33
2023-05-16 08:00:00,股份制银行II,34
2023-05-16 08:00:00,纺织制造II,35
2023-05-16 08:00:00,其他建材II,36
2023-05-16 08:00:00,通信设备II,37
2023-05-16 08:00:00,影视院线II,38
2023-05-16 08:00:00,软件开发II,39
2023-05-16 08:00:00,广告营销II,40
2023-05-16 08:00:00,运输设备II,41
2023-05-16 08:00:00,医药商业II,42
2023-05-16 08:00:00,国有大型银行II,43
2023-05-16 08:00:00,游戏II,44
2023-05-16 08:00:00,休闲食品II,45
2023-05-16 08:00:00,汽车服务II,46
2023-05-16 08:00:00,半导体II,47
2023-05-16 08:00:00,电机II,48
2023-05-16 08:00:00,计算机设备II,49
2023-05-16 08:00:00,物流II,50
2023-05-16 08:00:00,医疗服务II,51
2023-05-16 08:00:00,包装印刷II,52
2023-05-16 08:00:00,家用轻工II,53
2023-05-16 08:00:00,文娱用品II,54
2023-05-16 08:00:00,农商行II,55
2023-05-16 08:00:00,装修装饰II,56
2023-05-16 08:00:00,塑料II,57
2023-05-16 08:00:00,通信运营II,58
2023-05-16 08:00:00,电子制造II,59
2023-05-16 08:00:00,基础建设II,60
2023-05-16 08:00:00,贸易II,61
2023-05-16 08:00:00,特钢II,62
2023-05-16 08:00:00,专业服务II,63
2023-05-16 08:00:00,航空装备II,64
2023-05-16 08:00:00,个护用品II,65
2023-05-16 08:00:00,橡胶II,66
2023-05-16 08:00:00,化妆品II,67
2023-05-16 08:00:00,照明设备II,68
2023-05-16 08:00:00,家电零部件II,69
2023-05-16 08:00:00,IT服务II,70
2023-05-16 08:00:00,互联网电商II,71
2023-05-16 08:00:00,商用车II,72
2023-05-16 08:00:00,Nan,73
2023-05-16 08:00:00,地面兵装II,74
2023-05-16 08:00:00,光伏设备II,75
2023-05-16 08:00:00,小家电II,76
2023-05-16 08:00:00,综合II,77
2023-05-16 08:00:00,普钢II,78
2023-05-16 08:00:00,生物制品II,79
2023-05-16 08:00:00,渔业II,80
2023-05-16 08:00:00,工业金属II,81
2023-05-16 08:00:00,造纸II,82
2023-05-16 08:00:00,非白酒II,83
2023-05-16 08:00:00,炼化及贸易II,84
2023-05-16 08:00:00,视听器材II,85
2023-05-16 08:00:00,数字媒体II,86
2023-05-16 08:00:00,饰品II,87
2023-05-16 08:00:00,能源金属II,88
2023-05-16 08:00:00,其他交运设备II,89
2023-05-16 08:00:00,化学纤维II,90
2023-05-16 08:00:00,航天装备II,91
2023-05-16 08:00:00,稀有金属II,92
2023-05-16 08:00:00,工程机械II,93
2023-05-16 08:00:00,体育II,94
2023-05-16 08:00:00,环保设备II,95
2023-05-16 08:00:00,水泥制造II,96
2023-05-16 08:00:00,专业零售II,97
2023-05-16 08:00:00,冶钢原料II,98
2023-05-16 08:00:00,化学原料II,99
2023-05-16 08:00:00,食品加工II,100
2023-05-16 08:00:00,饲料II,101
2023-05-16 08:00:00,航空机场II,102
2023-05-16 08:00:00,乘用车II,103
2023-05-16 08:00:00,白酒II,104
2023-05-16 08:00:00,电子化学品II,105
2023-05-16 08:00:00,农业综合II,106
2023-05-16 08:00:00,军工电子II,107
2023-05-16 08:00:00,种植业II,108
2023-05-15 08:00:00,电力II,1
2023-05-15 08:00:00,电网设备II,2
2023-05-15 08:00:00,服装家纺II,3
2023-05-15 08:00:00,环境治理II,4
2023-05-15 08:00:00,铁路公路II,5
2023-05-15 08:00:00,通用机械II,6
2023-05-15 08:00:00,汽车零部件II,7
2023-05-15 08:00:00,一般零售II,8
2023-05-15 08:00:00,出版II,9
2023-05-15 08:00:00,化学制品II,10
2023-05-15 08:00:00,化学制药II,11
2023-05-15 08:00:00,房地产开发II,12
2023-05-15 08:00:00,中药II,13
2023-05-15 08:00:00,煤炭开采II,14
2023-05-15 08:00:00,医疗器械II,15
2023-05-15 08:00:00,专用设备II,16
2023-05-15 08:00:00,城商行II,17
2023-05-15 08:00:00,教育II,18
2023-05-15 08:00:00,多元金融II,19
2023-05-15 08:00:00,工程咨询服务II,20
2023-05-15 08:00:00,燃气II,21
2023-05-15 08:00:00,航运港口II,22
2023-05-15 08:00:00,证券II,23
2023-05-15 08:00:00,船舶制造II,24
2023-05-15 08:00:00,软件开发II,25
2023-05-15 08:00:00,专业工程II,26
2023-05-15 08:00:00,游戏II,27
2023-05-15 08:00:00,医药商业II,28
2023-05-15 08:00:00,风电设备II,29
2023-05-15 08:00:00,其他建材II,30
2023-05-15 08:00:00,纺织制造II,31
2023-05-15 08:00:00,饮料乳品II,32
2023-05-15 08:00:00,家用轻工II,33
2023-05-15 08:00:00,电池II,34
2023-05-15 08:00:00,装修装饰II,35
2023-05-15 08:00:00,农商行II,36
2023-05-15 08:00:00,通信设备II,37
2023-05-15 08:00:00,影视院线II,38
2023-05-15 08:00:00,商用车II,39
2023-05-15 08:00:00,电源设备II,40
2023-05-15 08:00:00,保险II,41
2023-05-15 08:00:00,农化制品II,42
2023-05-15 08:00:00,股份制银行II,43
2023-05-15 08:00:00,国有大型银行II,44
2023-05-15 08:00:00,基础建设II,45
2023-05-15 08:00:00,物流II,46
2023-05-15 08:00:00,包装印刷II,47
2023-05-15 08:00:00,医疗服务II,48
2023-05-15 08:00:00,光学光电子II,49
2023-05-15 08:00:00,运输设备II,50
2023-05-15 08:00:00,自动化设备II,51
2023-05-15 08:00:00,广告营销II,52
2023-05-15 08:00:00,汽车服务II,53
2023-05-15 08:00:00,化妆品II,54
2023-05-15 08:00:00,休闲食品II,55
2023-05-15 08:00:00,普钢II,56
2023-05-15 08:00:00,航空装备II,57
2023-05-15 08:00:00,塑料II,58
2023-05-15 08:00:00,计算机设备II,59
2023-05-15 08:00:00,IT服务II,60
2023-05-15 08:00:00,互联网电商II,61
2023-05-15 08:00:00,Nan,62
2023-05-15 08:00:00,贸易II,63
2023-05-15 08:00:00,文娱用品II,64
2023-05-15 08:00:00,乘用车II,65
2023-05-15 08:00:00,个护用品II,66
2023-05-15 08:00:00,通信运营II,67
2023-05-15 08:00:00,地面兵装II,68
2023-05-15 08:00:00,光伏设备II,69
2023-05-15 08:00:00,半导体II,70
2023-05-15 08:00:00,数字媒体II,71
2023-05-15 08:00:00,渔业II,72
2023-05-15 08:00:00,小家电II,73
2023-05-15 08:00:00,环保设备II,74
2023-05-15 08:00:00,专业服务II,75
2023-05-15 08:00:00,综合II,76
2023-05-15 08:00:00,非白酒II,77
2023-05-15 08:00:00,视听器材II,78
2023-05-15 08:00:00,橡胶II,79
2023-05-15 08:00:00,调味发酵品II,80
2023-05-15 08:00:00,饰品II,81
2023-05-15 08:00:00,旅游及景区II,82
2023-05-15 08:00:00,化学原料II,83
2023-05-15 08:00:00,军工电子II,84
2023-05-15 08:00:00,照明设备II,85
2023-05-15 08:00:00,其他交运设备II,86
2023-05-15 08:00:00,电子制造II,87
2023-05-15 08:00:00,航天装备II,88
2023-05-15 08:00:00,体育II,89
2023-05-15 08:00:00,稀有金属II,90
2023-05-15 08:00:00,水泥制造II,91
2023-05-15 08:00:00,工程机械II,92
2023-05-15 08:00:00,炼化及贸易II,93
2023-05-15 08:00:00,航空机场II,94
2023-05-15 08:00:00,白酒II,95
2023-05-15 08:00:00,食品加工II,96
2023-05-15 08:00:00,白色家电II,97
2023-05-15 08:00:00,造纸II,98
2023-05-15 08:00:00,油服工程II,99
2023-05-15 08:00:00,冶钢原料II,100
2023-05-15 08:00:00,专业零售II,101
2023-05-15 08:00:00,工业金属II,102
2023-05-15 08:00:00,农业综合II,103
2023-05-15 08:00:00,电视广播II,104
2023-05-15 08:00:00,电机II,105
2023-05-15 08:00:00,化学纤维II,106
2023-05-15 08:00:00,能源金属II,107
2023-05-15 08:00:00,家电零部件II,108
2023-05-15 08:00:00,特钢II,109
2023-05-15 08:00:00,油气开采II,110
2023-05-15 08:00:00,种植业II,111
2023-05-12 08:00:00,电力II,1
2023-05-12 08:00:00,环境治理II,2
2023-05-12 08:00:00,服装家纺II,3
2023-05-12 08:00:00,铁路公路II,4
2023-05-12 08:00:00,通用机械II,5
2023-05-12 08:00:00,一般零售II,6
2023-05-12 08:00:00,出版II,7
2023-05-12 08:00:00,电网设备II,8
2023-05-12 08:00:00,房地产开发II,9
2023-05-12 08:00:00,汽车零部件II,10
2023-05-12 08:00:00,化学制药II,11
2023-05-12 08:00:00,中药II,12
2023-05-12 08:00:00,煤炭开采II,13
2023-05-12 08:00:00,软件开发II,14
2023-05-12 08:00:00,工程咨询服务II,15
2023-05-12 08:00:00,航运港口II,16
2023-05-12 08:00:00,多元金融II,17
2023-05-12 08:00:00,专用设备II,18
2023-05-12 08:00:00,化学制品II,19
2023-05-12 08:00:00,城商行II,20
2023-05-12 08:00:00,影视院线II,21
2023-05-12 08:00:00,教育II,22
2023-05-12 08:00:00,纺织制造II,23
2023-05-12 08:00:00,医疗器械II,24
2023-05-12 08:00:00,游戏II,25
2023-05-12 08:00:00,广告营销II,26
2023-05-12 08:00:00,燃气II,27
2023-05-12 08:00:00,医药商业II,28
2023-05-12 08:00:00,计算机设备II,29
2023-05-12 08:00:00,专业工程II,30
2023-05-12 08:00:00,家用轻工II,31
2023-05-12 08:00:00,自动化设备II,32
2023-05-12 08:00:00,证券II,33
2023-05-12 08:00:00,IT服务II,34
2023-05-12 08:00:00,基础建设II,35
2023-05-12 08:00:00,农商行II,36
2023-05-12 08:00:00,通信设备II,37
2023-05-12 08:00:00,其他建材II,38
2023-05-12 08:00:00,股份制银行II,39
2023-05-12 08:00:00,保险II,40
2023-05-12 08:00:00,光学光电子II,41
2023-05-12 08:00:00,饮料乳品II,42
2023-05-12 08:00:00,物流II,43
2023-05-12 08:00:00,普钢II,44
2023-05-12 08:00:00,船舶制造II,45
2023-05-12 08:00:00,商用车II,46
2023-05-12 08:00:00,数字媒体II,47
2023-05-12 08:00:00,医疗服务II,48
2023-05-12 08:00:00,国有大型银行II,49
2023-05-12 08:00:00,运输设备II,50
2023-05-12 08:00:00,农化制品II,51
2023-05-12 08:00:00,装修装饰II,52
2023-05-12 08:00:00,文娱用品II,53
2023-05-12 08:00:00,包装印刷II,54
2023-05-12 08:00:00,电源设备II,55
2023-05-12 08:00:00,汽车服务II,56
2023-05-12 08:00:00,休闲食品II,57
2023-05-12 08:00:00,塑料II,58
2023-05-12 08:00:00,通信运营II,59
2023-05-12 08:00:00,互联网电商II,60
2023-05-12 08:00:00,电子制造II,61
2023-05-12 08:00:00,贸易II,62
2023-05-12 08:00:00,特钢II,63
2023-05-12 08:00:00,风电设备II,64
2023-05-12 08:00:00,专业服务II,65
2023-05-12 08:00:00,饰品II,66
2023-05-12 08:00:00,非白酒II,67
2023-05-12 08:00:00,焦炭II,68
2023-05-12 08:00:00,电子化学品II,69
2023-05-12 08:00:00,Nan,70
2023-05-12 08:00:00,体育II,71
2023-05-12 08:00:00,水泥制造II,72
2023-05-12 08:00:00,化妆品II,73
2023-05-12 08:00:00,渔业II,74
2023-05-12 08:00:00,光伏设备II,75
2023-05-12 08:00:00,地面兵装II,76
2023-05-12 08:00:00,电视广播II,77
2023-05-12 08:00:00,专业零售II,78
2023-05-12 08:00:00,综合II,79
2023-05-12 08:00:00,航空装备II,80
2023-05-12 08:00:00,化学原料II,81
2023-05-12 08:00:00,个护用品II,82
2023-05-12 08:00:00,橡胶II,83
2023-05-12 08:00:00,照明设备II,84
2023-05-12 08:00:00,化学纤维II,85
2023-05-12 08:00:00,航天装备II,86
2023-05-12 08:00:00,其他电子II,87
2023-05-12 08:00:00,种植业II,88
2023-05-12 08:00:00,工程机械II,89
2023-05-12 08:00:00,环保设备II,90
2023-05-12 08:00:00,小家电II,91
2023-05-12 08:00:00,旅游及景区II,92
2023-05-12 08:00:00,炼化及贸易II,93
2023-05-12 08:00:00,冶钢原料II,94
2023-05-12 08:00:00,航空机场II,95
2023-05-12 08:00:00,食品加工II,96
2023-05-12 08:00:00,半导体II,97
2023-05-12 08:00:00,白酒II,98
2023-05-12 08:00:00,工业金属II,99
2023-05-12 08:00:00,电池II,100
2023-05-12 08:00:00,电机II,101
2023-05-12 08:00:00,调味发酵品II,102
2023-05-12 08:00:00,农业综合II,103
2023-05-12 08:00:00,稀有金属II,104
2023-05-12 08:00:00,视听器材II,105
2023-05-12 08:00:00,其他交运设备II,106
2023-05-12 08:00:00,生物制品II,107
2023-05-12 08:00:00,造纸II,108
2023-05-11 08:00:00,环境治理II,1
2023-05-11 08:00:00,电力II,2
2023-05-11 08:00:00,出版II,3
2023-05-11 08:00:00,服装家纺II,4
2023-05-11 08:00:00,铁路公路II,5
2023-05-11 08:00:00,电网设备II,6
2023-05-11 08:00:00,房地产开发II,7
2023-05-11 08:00:00,影视院线II,8
2023-05-11 08:00:00,一般零售II,9
2023-05-11 08:00:00,通用机械II,10
2023-05-11 08:00:00,工程咨询服务II,11
2023-05-11 08:00:00,游戏II,12
2023-05-11 08:00:00,广告营销II,13
2023-05-11 08:00:00,软件开发II,14
2023-05-11 08:00:00,化学制品II,15
2023-05-11 08:00:00,汽车零部件II,16
2023-05-11 08:00:00,煤炭开采II,17
2023-05-11 08:00:00,化学制药II,18
2023-05-11 08:00:00,航运港口II,19
2023-05-11 08:00:00,城商行II,20
2023-05-11 08:00:00,教育II,21
2023-05-11 08:00:00,计算机设备II,22
2023-05-11 08:00:00,多元金融II,23
2023-05-11 08:00:00,IT服务II,24
2023-05-11 08:00:00,基础建设II,25
2023-05-11 08:00:00,专用设备II,26
2023-05-11 08:00:00,医疗器械II,27
2023-05-11 08:00:00,证券II,28
2023-05-11 08:00:00,中药II,29
2023-05-11 08:00:00,电视广播II,30
2023-05-11 08:00:00,装修装饰II,31
2023-05-11 08:00:00,通信设备II,32
2023-05-11 08:00:00,其他建材II,33
2023-05-11 08:00:00,家用轻工II,34
2023-05-11 08:00:00,普钢II,35
2023-05-11 08:00:00,医药商业II,36
2023-05-11 08:00:00,数字媒体II,37
2023-05-11 08:00:00,纺织制造II,38
2023-05-11 08:00:00,燃气II,39
2023-05-11 08:00:00,运输设备II,40
2023-05-11 08:00:00,专业工程II,41
2023-05-11 08:00:00,股份制银行II,42
2023-05-11 08:00:00,国有大型银行II,43
2023-05-11 08:00:00,饮料乳品II,44
2023-05-11 08:00:00,互联网电商II,45
2023-05-11 08:00:00,通信运营II,46
2023-05-11 08:00:00,商用车II,47
2023-05-11 08:00:00,电源设备II,48
2023-05-11 08:00:00,电子制造II,49
2023-05-11 08:00:00,包装印刷II,50
2023-05-11 08:00:00,医疗服务II,51
2023-05-11 08:00:00,保险II,52
2023-05-11 08:00:00,光学光电子II,53
2023-05-11 08:00:00,物流II,54
2023-05-11 08:00:00,自动化设备II,55
2023-05-11 08:00:00,农商行II,56
2023-05-11 08:00:00,船舶制造II,57
2023-05-11 08:00:00,化妆品II,58
2023-05-11 08:00:00,贸易II,59
2023-05-11 08:00:00,汽车服务II,60
2023-05-11 08:00:00,农化制品II,61
2023-05-11 08:00:00,Nan,62
2023-05-11 08:00:00,特钢II,63
2023-05-11 08:00:00,综合II,64
2023-05-11 08:00:00,专业服务II,65
2023-05-11 08:00:00,炼化及贸易II,66
2023-05-11 08:00:00,休闲食品II,67
2023-05-11 08:00:00,文娱用品II,68
2023-05-11 08:00:00,风电设备II,69
2023-05-11 08:00:00,饰品II,70
2023-05-11 08:00:00,白色家电II,71
